id,name,mark_id
4231,"Hatch Cooper S JCW",177
4242,C70,274
424200,"Corvette Z06",49
4244,"S-klasse Pullman",170
4246,Partner,104
4248,"2er Active Tourer 225",30
4249,Tucson,109
4250,"Santa Fe Classic",109
4251,"Elantra ТаГаз",109
4252,408,316
425200,"SLR McLaren Stirling Moss",170
4254,3,166
4259,XC70,274
4260,"California T",79
4266,SRX,41
4269,Aveo,49
4272,"A3 g-tron",15
4274,Avella,134
4277,1er,30
4278,"C5 CrossTourer",52
4287,"Vito 110 CDI",170
428700,9-7X,222
4288,"Vito 112 CDI",170
4289,Element,104
428900,"Vito 113",170
4290,"Vito 114",170
4291,"Vito 119",170
4292,"Vito 122",170
429200,"Fit Aria",104
4295,"Vito 113 CDI",170
4296,Sedona,134
429600,"Vito 115 CDI",170
4297,"Vito 116 CDI",170
4298,Gallardo,145
429800,"Vito 120 CDI",170
4302,Modus,217
4304,Logan,217
4306,Cerato,134
4311,CLS-klasse,170
4313,"SLR McLaren",170
4317,"1er 123",30
4318,C4,52
4321,"C4 Picasso",52
4324,401,316
4326,402,316
4328,"SR-V X3",282
4332,"Pickup X3",282
4333,"599 GTB Fiorano",79
4334,Patriot,336
4336,Brera,7
4338,xA,230
4339,"360 Modena",79
4340,xB,230
4343,tC,230
4344,"Kangoo Grand Kangoo",217
4345,"Espace Grand Espace",217
4346,B-klasse,170
4348,C6,52
4350,Cayman,208
4351,"24 «Волга» 2477",292
4352,Aygo,260
4358,R-klasse,170
4375,Cobalt,49
437500,"Camaro ZL1",49
4379,Uplander,49
4381,Equinox,49
4393,Freestyle,82
4398,FR-V,104
4401,"Largus Cross",288
440100,"Kalina Cross",288
4402,159,7
4404,Teana,191
4407,Fox,273
4409,Kalina,288
4411,"Vito 114 CDI",170
4414,1007,205
4415,"Vito 119 BlueTEC",170
4416,Cowboy,69
4428,Q7,15
4430,Jinn,77
4432,Sedici,80
4434,107,205
4436,Note,191
4442,"Navara (Frontier)",191
4443,"911 Carrera GTS",208
4445,CX-7,166
444500,"5er Gran Turismo",30
444501,"3er Gran Turismo",30
4449,"Passat GTE",273
4452,GL-klasse,170
4455,Caliber,71
4457,Shuttle,69
4459,Samand,112
4461,Captiva,49
4467,"Carnival Grand Carnival",134
4471,"2121 (4x4) Urban",288
4483,"Caddy Maxi",273
4487,"2108 Natacha",288
4501,"911 Carrera 4 GTS",208
4513,"Continental GT GT3-R",25
4539,"911 Targa",208
4541,"911 Targa 4",208
4543,"911 Targa 4S",208
4565,"850 T-5R",274
4572,Safe,95
4590,Roadster,280
4866,Brio,573
5167,Cougar,171
7313,90,15
8109,V8,15
9789,Brougham,41
9791,Evanda,49
9794,Lacetti,49
9797,Lanos,49
9799,Spark,49
9804,Metro,49
9808,Rezzo,49
9810,Viva,49
9854,300C,50
9857,300M,50
9892,C1,52
9894,C2,52
9915,Shuttle,60
9933,Rocky,63
9954,Magnum,71
9956,Neon,71
9960,Stratus,71
9964,Viper,71
9971,Vision,74
9978,Albea,80
9981,Barchetta,80
9983,Coupe,80
10146,Orion,82
10732,Ranger,82
10736,Safari,90
10739,Sierra,90
10856,Delica,181
10865,Urvan,191
10868,Titan,191
10881,Partner,205
10932,Integra,104
11008,Coupe,109
11523,Rodeo,121
11966,GS,152
11970,"14 «Чайка»",292
11972,"М-20 «Победа»",292
11975,"21 «Волга»",292
12016,Storm,89
12022,Continental,153
12026,LS,153
12082,6,166
12089,Omega,197
12118,Lancer,181
12140,Astra,197
12162,Zafira,197
12165,Commodore,197
12170,Frontera,197
12175,Vectra,197
12184,Corsa,197
12191,Senator,197
12194,Combo,197
12197,Jetta,273
12206,Bora,273
12230,Lavita,109
12232,"Grand Marquis",171
12239,"Metrocab I",173
12240,"Metrocab II (TTT)",173
12276,207,205
12279,407,205
12284,Aspire,181
12285,Endeavor,181
12301,Mini,221
12304,75,221
12312,200,221
12318,25,221
12320,400,221
12325,800,221
12483,Armada,191
12592,Alero,196
12615,Neon,206
12620,Voyager,206
12625,"Trans Sport",207
12759,"Silver Spur",219
12763,LS,226
12768,SL,226
12863,Roadster,237
12867,C8,242
12869,Korando,243
12873,Musso,243
12875,Rodius,243
12879,Alto,247
12888,"Wagon R+",247
12928,Century,260
13060,Flyer,40
13245,S-MAX,82
13321,Commander,127
13328,Pointer,273
13333,"Tourneo Connect",82
13384,Eos,273
13502,Antara,197
13507,Tribeca,246
13510,Москвич-412,299
13512,"2125 «Комби»",299
13519,BLS,41
13521,Jumpy,52
13542,STS,41
13568,Verna,109
13570,Grandeur,109
13576,"Tiggo (T11)",48
13578,"Oriental Son (B11)",48
13622,Scudo,80
13633,Sailor,95
13639,"Starex (H-1)",109
13689,Kyron,243
13697,Wizard,121
13699,X6,148
13701,Expert,205
13728,Trafic,217
13742,Actyon,243
13762,Hilux,260
13792,Le-Seyde,182
13798,Century,254
13800,Admiral,255
13808,Echo,260
13810,Estima,260
13813,Fortuner,260
13815,FunCargo,260
13817,Granvia,260
13824,Ist,260
13826,"MasterAce Surf",260
13828,Matrix,260
13833,Noah,260
13835,Probox,260
13838,Regius,260
13839,RegiusAce,260
13840,Sparky,260
13842,Sprinter,260
13847,Succeed,260
13852,TownAce,260
13854,Tacoma,260
13858,Voltz,260
13860,Voxy,260
13862,Wish,260
13864,RDX,5
13928,V50,274
13930,"1111 Ока",288
13937,Epica,49
13953,L200,181
13969,Raider,181
14103,C30,274
14231,5,166
14428,Compass,127
14432,Veracruz,109
14496,Primastar,191
14593,114,297
14595,117,297
14597,4104,297
15009,Spectra,134
15080,400,316
15084,412,316
15087,2137,316
15091,967,311
15094,"1302 Волынь",311
15101,965,296
15105,968,296
15134,Altea,231
15153,"24 «Волга»",292
15180,2129,288
15214,Simbo,573
15216,Princip,573
15323,HHR,49
15413,599,79
15417,Marshal,160
15586,Tiburon,109
15621,Ridgeline,104
15733,"Amulet (A15)",48
15739,SM7,225
15765,Silverado,49
15813,Roomster,236
15847,"Fora (A21)",48
15854,DTS,41
15960,"Breez (520)",645
15963,Qashqai,191
15967,Wingle,95
15971,Logan,59
15979,Lafesta,191
15991,Charger,71
16002,F430,79
16115,MKX,153
16248,Rogue,191
16282,CX-9,166
16322,Mariner,171
16457,Solstice,207
16487,9-2X,222
16621,Auris,260
16624,Caddy,273
16783,Fortwo,237
16790,Sceo,670
16793,Avalanche,49
16797,"M1 (BS6)",671
16799,"M2 (BS4)",671
16820,Optima,134
16824,Damas,61
16830,F-150,82
16836,"Liberty (North America)",127
16873,100,15
16965,Tundra,260
16968,Alphard,260
16974,Corsa,260
16977,Protege,166
16981,March,191
16986,AD,191
16997,Montero,181
16998,"Montero Sport",181
16999,"Fairlady Z",191
17007,Sienta,260
17072,Fleetwood,41
17074,Starcraft,49
17076,Intrepid,50
17079,Storia,63
17081,Pyzar,63
17083,Aurora,69
17085,Tacuma,61
17087,Tuscani,109
17090,Bighorn,121
17094,Capella,166
17099,Familia,166
17103,Vita,197
17105,"FJ Cruiser",260
17107,Cavalier,260
17116,BT-50,166
17118,80,15
17145,Luce,166
17148,Expert,191
17152,Escudo,247
17157,Allex,260
17159,69,292
17179,Van,49
17191,"Mark X",260
17192,"Mark X ZiO",260
17197,Bongo,166
17198,"Bongo Friendee",166
17214,Colorado,49
17218,Viano,170
17219,Rafaga,104
17238,F3,40
17244,Priora,288
17273,Cee'd,134
17282,Saratoga,50
17403,Forfour,237
17578,Bronco,82
17642,Pegasus,95
17644,Linea,80
17670,"Sweet (QQ)",48
17738,R8,15
18525,R2,246
18527,Nitro,71
18648,"Besturn B50",77
18650,Vita,77
18658,Sens,296
18774,Plutus,69
18796,Daytona,71
18798,Copen,63
18802,Esse,63
18804,Be-go,63
18891,"Liberty (Patriot)",127
18902,A5,15
18991,Tiida,191
19065,Ypsilon,146
19091,MKZ,153
19103,"CK (Otaka)",88
19108,Verisa,166
19111,Axela,166
19232,Landmark,780
19234,"Grand Tiger",780
19281,Passo,260
19284,Boon,63
19357,i,181
19434,"M1 (Refine)",124
19436,"S1 (Rein)",124
19439,i30,109
19455,Smoothing,60
19503,DBS,14
19538,Edge,82
19540,GranTurismo,164
19543,Tiguan,273
19569,Avante,109
19613,Bipper,205
19884,C-Crosser,52
19924,C-MAX,82
19929,4007,205
19953,"1105 «Дана»",296
19958,Musa,146
19982,Materia,63
20032,Outback,246
20049,XF,125
20067,"13 «Чайка»",292
20081,2329,288
20095,Antelope,847
20352,Enclave,37
20356,EX,114
20425,Porte,260
20515,Genesis,109
20517,"Mohave (Borrego)",134
20542,ISis,260
20568,Airwave,104
20576,"Granada (North America)",82
20646,Vito,170
20666,Challenger,71
20704,Multivan,273
20742,Splash,247
20758,Socool,95
20761,Shuttle,104
20783,Venza,260
20794,308,205
20815,xD,230
20841,С-3А,895
20842,С-3Д,895
20847,"Fifth Avenue",50
20891,Kuga,82
20954,Rapide,14
22056,Clubman,177
22061,Countryman,177
22204,GT-R,191
23067,Pantera,68
23400,Festiva,82
23852,"QQ6 (S21)",48
23856,"Kimo (A1)",48
24061,MK,88
24063,"FC (Vision)",88
24067,CLC-klasse,170
24081,Sandero,59
24095,California,79
24162,Doblo,80
24247,Massif,122
24258,X300,64
24260,Tanto,63
24268,Xenia,63
24331,GLK-klasse,170
24341,Winstorm,61
24521,MiTo,7
24523,Journey,71
24675,Koleos,217
24797,Q5,15
24801,Tager,1038
24807,Gentra,61
25039,Edix,104
25041,Fuga,191
25094,Peri,95
25153,Every,247
25174,"NP 300",191
25177,Picanto,134
25210,"Volga Siber",292
25212,Ractis,260
25218,Stella,246
25242,М1,292
25245,"Corolla Rumion",260
25267,"Road Partner",1038
25269,Insignia,197
25312,F0,40
25393,Reno,247
25415,XC60,274
25501,Cruze,49
25502,"Cruze (HR)",49
25511,Flex,82
25518,"CrossEastar (B14)",48
25526,Crossroad,104
25682,180SX,191
25825,Pickup,336
25836,"Urban Cruiser",260
25851,Soul,134
25882,Elysion,104
25884,iQ,260
25996,"Wagon R",247
26206,Typhoon,90
26221,Belta,260
26341,Blade,260
26408,Rush,260
26676,Biante,166
26686,i20,109
26692,i10,109
26694,"Explorer Sport Trac",82
26750,Exeo,231
26830,3008,205
26858,MDX,104
26932,D-Max,121
27770,Panamera,208
27789,370Z,191
28473,"Proceed Marvie",166
28848,Yeti,236
29027,Vega,1038
29090,Coolbear,95
29092,Florid,95
29120,Celsior,260
29141,Chance,296
29260,Leaf,191
29374,Caravan,191
29448,Ghost,219
29452,Fluence,217
29466,"Efini MS-8",166
29520,Evora,154
29532,Langley,191
29554,Amigo,121
29622,"Grand Wagoneer",127
29653,Figaro,191
29770,ix55,109
29881,"Cowry (V80)",95
30149,Lantra,109
30177,X5,30
30338,Dynasty,50
30372,"SLS AMG",170
30376,SL-klasse,170
30386,Sandero,217
30399,Ascot,104
30403,ZDX,5
30411,Terrain,90
30518,Baodian,1157
30577,Solano,645
30579,Smily,645
30640,Vellfire,260
30660,"Jeep J",181
30678,Minicab,181
30729,Самоделка,1670
30731,Мелкосерийная,1670
30751,Traverse,49
30796,5008,205
30842,Equus,109
30907,ix35,109
30942,Soluna,260
31145,"M11 (A3)",48
31157,Clipper,191
31446,RS5,15
31569,A1,15
31575,HS,152
31582,Venga,134
31702,ASX,181
31781,RCZ,205
31785,Amarok,273
31867,458,79
31871,Duster,59
32005,Verso,260
32065,508,205
32088,Chevette,49
41822,DS3,52
41901,MKT,153
42075,A7,15
42144,Routan,273
42151,Juke,191
42286,Kizashi,247
42362,M,114
42382,Vios,260
42630,Latitude,217
42782,Parisienne,207
42792,Corda,534
42804,3,2040
42822,"2330 «Тигр»",292
42867,Qubo,80
42883,Tingo,534
42937,Estina,534
43072,Laplander,274
43098,Nouera,182
43104,CT,152
43300,Pony,109
43344,Exiga,246
43409,FF,79
43431,Dex,246
43433,Sambar,246
43435,Lucra,246
43441,Trezia,246
43533,CCX,137
43597,CR-Z,104
43676,Midi,588
43926,"Otti (Dayz)",191
44049,V60,274
44052,RS3,15
44195,Crosstour,104
44447,"Bonus (A13)",48
44490,Ninety-Eight,196
44715,"Model S",1689
44903,Vanguard,260
45050,Veloster,109
45067,"IndiS (S18D)",48
45157,Orlando,49
45215,Q3,15
45315,Very,48
45338,"Range Rover Evoque",147
45524,Volt,49
45667,DS4,52
45712,Cadenza,134
45719,Granta,288
45764,Freed,104
45843,"MK Cross",88
45844,Persona,166
45853,G,114
45858,I,114
45867,QX,114
45921,"Carina ED",260
45926,"Crown Majesta",260
45927,"Land Cruiser Prado",260
45930,CX-5,166
45932,MKS,153
45937,Zest,104
45941,Solaris,109
45942,Duster,217
45954,W123,170
45955,W124,170
48157,PS-10,2347
48158,C-30,1038
48165,Aventador,145
48182,"Efini MS-6",166
48184,"Emgrand EC7",88
48202,4008,205
48222,S5,15
48230,"C4 Aircross",52
48244,GT86,260
48250,ILX,5
48336,"Blazer K5",49
48348,S7,15
48350,Mokka,197
48374,"Civic Ferio",104
48376,"Genesis Coupe",109
48378,i-MiEV,181
48386,Largus,288
48404,408,205
48406,"Golf Country",273
48424,Ray,134
48426,"Lancer Evolution",181
48430,"Pajero Sport",181
48432,"Bluebird Sylphy",191
48466,"Passo Sette",260
48496,ix20,109
48498,Turismo,206
48522,Monza,197
48532,924,208
48534,944,208
48542,"100 Series",236
48548,Favorit,236
48554,Baleno,247
48556,Forenza,247
48564,Kei,247
48574,SX4,247
48582,XL7,247
48592,11,217
48594,9,217
48602,16,217
48610,21,217
48612,25,217
48618,5,217
48624,Fuego,217
48632,9000,222
48638,"Actyon Sports",243
48656,XV,246
48662,"140 Series",274
48664,164,274
48666,"240 Series",274
48672,960,274
48674,GT,197
48678,"2121 (4x4)",288
48682,X1,30
48686,X3,30
48694,X6,30
48704,Z3,30
48708,Z4,30
48714,Z8,30
48716,Cirrus,50
48726,"Escort (North America)",82
48730,"Fusion (North America)",82
48732,Fusion,82
48736,Deer,95
48738,Hover,95
48744,Defender,147
48750,W114,170
48752,W115,170
48754,V-klasse,170
48776,"Hilux Surf",260
48802,"WiLL Cypha",260
48812,"Luxgen7 SUV",2362
48870,ATS,41
48900,C-Elysee,52
48902,Quoris,134
48914,208,205
50532,CLA-klasse,170
50552,Cascada,197
50630,"Hover M2",95
50672,Tunland,588
50674,"Passat CC",273
50680,Aquila,1038
50688,X60,645
50694,Paceman,177
50698,BRZ,246
50712,Cabrio,177
50714,Coupe,177
50732,NV200,191
50740,MP4-12C,167
50758,301,205
50770,Express,49
50784,C10,1038
50790,"Gran Move",63
50792,Canyon,90
50802,MW,49
50822,200,50
50828,DS5,52
50832,C190,1038
50834,Vandura,90
50856,Sai,260
50898,Verso-S,260
50926,Odyssey,104
50934,"Flying Spur",25
50938,V5,77
50992,JX,114
51000,i40,109
51014,"Series III",147
51036,Pixo,191
51080,F12berlinetta,79
51084,"Mark VII",153
51086,Vida,296
51108,Karma,2372
51232,F-Type,125
51242,57,165
51244,62,165
51246,Phantom,219
51262,"Continental GT",25
51310,Hunter,336
51320,3151,336
51346,2717,299
51404,"3102 «Волга»",292
51406,"31029 «Волга»",292
51408,"3105 «Волга»",292
51410,"3110 «Волга»",292
51412,"31105 «Волга»",292
51414,"3111 «Волга»",292
51416,"3103 «Волга»",292
51420,LaFerrari,79
51534,350,174
51556,"Cutlass Supreme",196
51558,"Cutlass Ciera",196
51594,X308,64
51608,X350,64
51658,"H30 Cross",597
51676,Persona,211
51756,1.3,276
51838,969,311
51842,7,2040
51856,"Hover M4",95
51878,"1111 Ока",232
51888,Freemont,80
51904,Wraith,219
51950,4er,30
51964,Dart,71
52020,Roadster,177
52064,21099,288
52082,RS7,15
52112,"Korando Family",243
52138,"RS Q3",15
52142,"Ranger (North America)",82
52174,"1111 Ока",301
52181,"Prius v (+)",260
52191,GLA-klasse,170
52205,"Almera Classic",191
52218,Citan,170
52238,Рысь,2390
52256,SQ5,15
52258,Roox,191
52271,Maxcruz,109
52277,QX70,114
52278,Q50,114
52279,QX50,114
52280,Q60,114
52281,QX60,114
52282,QX80,114
52287,Stavic,243
52309,4C,7
52323,Solio,247
52331,2er,30
52355,Macan,208
52374,"Emgrand EC8",88
52375,"Emgrand X7",88
52377,CS35,1284
52379,Eado,1284
52438,"Eunos Cosmo",166
52441,"Hover M1 (Peri 4x4)",95
52445,Oley,77
52450,EcoSport,82
52453,i8,30
52463,"S5 (Eagle)",124
52477,"Pajero Mini",181
52488,2008,205
52502,"Passat (North America)",273
52513,"Prius c",260
52517,"Sprinter Carib",260
52521,"Sprinter Trueno",260
52526,"Sprinter Marino",260
52527,"TC by Maserati",50
52531,"2er Active Tourer",30
52541,"Cebrium (720)",645
52551,X4,30
52553,V5,671
52555,M3,2040
52561,on-DO,66
52573,Palette,247
52582,SV12,2394
52584,"M V12",2394
52589,"Celliya (530)",645
52590,Q70,114
52591,GC6,88
52596,S30,597
52601,WRX,246
52618,Caravelle,273
52628,Transporter,273
52640,Vivaro,197
52641,California,273
52645,"Tourneo Custom",82
52657,Grace,109
52665,650S,167
52667,Vitara,247
52679,"Tiggo 5",48
52680,"Bonus 3 (E3/A19)",48
52685,NX,152
52687,Реплика,1670
52702,Boliger,2396
52709,mi-DO,66
52715,TLX,5
52753,"Arrizo 7",48
52771,Renegade,127
52785,Лимузин,1670
52843,TTS,15
52845,"TT RS",15
52853,"Korando Sports",243
52857,"Hover H6",95
52859,"Hover H5",95
52861,"Hover H3",95
52871,"AMG GT",170
52881,XE,125
52969,"Discovery Sport",147
53199,H530,671
53307,B6,8
53319,B3,8
53335,D3,8
53341,B7,8
53363,B5,8
53491,"Focus (North America)",82
53591,"Camry Solara",260
53601,Samurai,247
53603,"Camry (Japan)",260
53669,"Maybach S-klasse",170
53687,Streetwise,221
53717,1M,30
53721,M3,30
53733,M4,30
53735,M5,30
53737,M6,30
53745,"Z3 M",30
53757,"X5 M",30
53759,"X6 M",30
53771,"Z4 M",30
53773,"A-klasse AMG",170
53781,"C-klasse AMG",170
53807,"CL-klasse AMG",170
53817,"CLA-klasse AMG",170
53819,"CLK-klasse AMG",170
53829,"CLS-klasse AMG",170
53841,"G-klasse AMG",170
53843,"G-klasse AMG 6x6",170
53851,"GLA-klasse AMG",170
53853,"M-klasse AMG",170
53865,"SLK-klasse AMG",170
53879,"SL-klasse AMG",170
53893,"S-klasse AMG",170
53909,"E-klasse AMG",170
53977,"Corolla Spacio",260
53991,CTS-V,41
53993,XFR,125
53999,XKR,125
54001,"Grand Cherokee SRT8",127
54009,"300C SRT8",50
54015,"IS F",152
54017,"RC F",152
54019,"Cee'd GT",134
54033,"3 MPS",166
54041,"6 MPS",166
54043,"Impreza WRX",246
54059,"911 GT3",208
54067,"Clio RS",217
54083,"Megane RS",217
54095,"Fabia RS",236
54103,"Octavia RS",236
54117,"Civic Type R",104
54139,"Fiesta ST",82
54147,"Focus ST",82
54157,"Focus RS",82
54165,"Leon Cupra",231
54167,"Mondeo ST",82
54173,"Astra OPC",197
54189,"Golf GTI",273
54209,"Corsa OPC",197
54217,"Insignia OPC",197
54237,"Golf R",273
54245,"Meriva OPC",197
54249,"Vectra OPC",197
54253,"Zafira OPC",197
54267,"Polo R WRC",273
54289,"205 GTi",205
54291,"208 GTi",205
54353,"WRX STi",246
54355,"Impreza WRX STi",246
54373,"Voleex C30",95
54401,"GL-klasse AMG",170
54414,XJR,125
54438,"V40 Cross Country",274
54480,"Speedster II",490
1000042,"Camaro SS",49
1000076,"Caravan Grand Caravan",71
1000430,"G-klasse AMG 36 AMG",170
100043000,"C-klasse AMG 36 AMG",170
100043001,"E-klasse AMG 36 AMG",170
1000434,"S-klasse AMG 55 AMG",170
100043400,"G-klasse AMG 55 AMG",170
100043401,"SLK-klasse AMG 55 AMG",170
100043402,"CL-klasse AMG 55 AMG",170
100043403,"CLK-klasse AMG 55 AMG",170
100043404,"CLS-klasse AMG 55 AMG",170
100043405,"M-klasse AMG 55 AMG",170
100043406,"E-klasse AMG 55 AMG",170
1000436,"GL-klasse AMG 63 AMG",170
100043600,"G-klasse AMG 63 AMG",170
100043601,"S-klasse AMG 63 AMG",170
100043602,"CL-klasse AMG 63 AMG",170
100043603,"E-klasse AMG 63 AMG",170
100043604,"CLS-klasse AMG 63 AMG",170
100043605,"M-klasse AMG 63 AMG",170
100043606,"C-klasse AMG 63 AMG",170
100043607,"G-klasse AMG 6x6 63 AMG",170
1000440,"SLK-klasse AMG 32 AMG",170
100044000,"C-klasse AMG 32 AMG",170
1000442,"CL-klasse AMG 65 AMG",170
100044200,"G-klasse AMG 65 AMG",170
100044201,"S-klasse AMG 65 AMG",170
1000446,"E-klasse AMG 50 AMG",170
1000448,"E-klasse AMG 60 AMG",170
1000458,"CLA-klasse AMG 45 AMG",170
100045800,"GLA-klasse AMG 45 AMG",170
1000778,"GLE Coupe 450 AMG",170
1000782,"Juke Nismo RS",191
1000792,"3er 340",30
1000800,"Challenger Hellcat",71
1000849,"NX 200t",152
100084900,"IS 200t",152
1000857,"S-klasse 400",170
100085700,"GLE 400",170
100085701,"E-klasse 400",170
100085702,"Maybach S-klasse 400",170
100085703,"GL-klasse 400",170
100085704,"CLS-klasse 400",170
100085705,"G-klasse 400",170
100085706,"SL-klasse 400",170
100085707,"GLE Coupe 400",170
100085708,"M-klasse 400",170
1000859,"S-klasse 450",170
100085900,"GL-klasse 450",170
100085901,"C-klasse 450",170
1001860,"Astra Astra GTC",197
1005941,Telstar,82
1006676,Qashqai+2,191
1231128,"12 ЗИМ",292
1231146,67,292
1231520,Special,37
1233470,Olympia,197
8771323,H8,2401
9932770,"V60 Cross Country",274
11242544,"488 GTB",79
11452802,H9,2401
11452929,GLE,170
11872786,"GLE Coupe",170
11872790,"AMG GLE Coupe",170
11922902,"Lancer Ralliart",181
11932628,"S60 Cross Country",274
11992743,"Juke Nismo",191
12219129,X50,645
12284579,GLC-klasse,170
12366884,"Model A",82
12366942,Galaxie,82
12367133,"Trumpf Junior",12367128
12367268,"190 SL",170
12367321,W110,170
12367350,S,25
12373259,321,30
12373281,326,30
12373323,340,30
12373490,"Series 62",41
12373604,Skyhawk,37
12373643,MB,12373638
12373744,"Silver Cloud",219
12373953,57,252
12382853,"Type 2",273
12382974,"El Camino",49
12383319,"Traction Avant",52
12383548,WC,71
12383625,Barracuda,206
12383706,Fury,206
12383775,М-72,292
12383862,356,208
12384203,"EL Lada",288
12384504,Т98,12384499
12392872,"120 Series",274
12433249,H350,109
12433378,W121,170
12453994,2000,12453989
12462936,"Imperial Crown",50
12473386,TR6,263
12483236,Gentra,12483231
12483323,110,12483318
12493092,105/115,7
