id,name
1,Седан
2,Хетчбэк
3,Универсал
4,Внедорожник
5,Кабриолет
6,Кроссовер
7,Купе
8,Лимузин
9,Минивэн
10,Пикап
11,Фургон
12,Микроавтобус
13,Лифтбек
14,Минивэн
15,Кабриолет
